Time,Frequency Reference,Output Frequency,Output Current,Output Power,Output Voltage,Minor Fault,Major Fault,During Run,Fault Output,Output Frequency After Soft-start,Over Run Error,Timeout,Fin Temperature,Cooling Fin Temperature,Cooling Fan Operation Time,Electric Power (kWh)
000:02:11.595,   48.07,   48.08,   80.29,   44.10,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
000:02:11.971,   48.08,   48.07,   81.88,   45.90,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
000:02:12.368,   48.08,   48.08,   84.92,   45.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
000:02:12.758,   48.08,   48.08,   82.19,   39.40,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
000:02:13.152,   48.08,   48.08,   79.85,   44.20,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
000:02:13.555,   48.08,   48.08,   85.27,   45.90,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
000:02:13.932,   48.07,   48.08,   83.20,   44.60,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
000:02:14.301,   48.08,   48.08,   82.32,   39.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
000:02:14.676,   48.07,   48.08,   80.78,   43.00,  370.30,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
000:02:15.046,   48.08,   48.08,   79.76,   45.70,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
000:02:15.421,   48.08,   48.08,   83.11,   44.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
000:02:15.797,   48.08,   48.08,   85.49,   47.00,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
000:02:16.156,   48.07,   48.07,   83.02,   43.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
000:02:16.533,   48.08,   48.08,   82.41,   39.60,  370.30,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
000:02:16.909,   48.08,   48.08,   80.20,   43.30,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
000:02:17.288,   48.07,   48.08,   80.25,   45.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
000:02:17.660,   48.08,   48.08,   84.48,   44.50,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
000:02:18.036,   48.07,   48.07,   85.14,   45.10,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
000:02:18.417,   48.07,   48.08,   82.80,   42.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
000:02:18.780,   48.08,   48.08,   82.71,   38.50,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
000:02:19.172,   48.08,   48.08,   80.03,   43.90,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
000:02:19.553,   48.08,   48.08,   81.70,   44.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:19.933,   48.08,   48.08,   85.05,   46.20,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:20.340,   48.08,   48.08,   82.49,   36.50,  370.30,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:20.743,   48.08,   48.08,   80.69,   44.90,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:21.133,   48.08,   48.08,   85.93,   46.00,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:21.522,   48.07,   48.07,   82.45,   44.30,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:21.900,   48.08,   48.08,   82.36,   39.20,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:22.302,   48.08,   48.08,   79.85,   44.70,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:22.679,   48.09,   48.08,   84.96,   44.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:23.060,   48.08,   48.08,   85.14,   45.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:23.435,   48.07,   48.07,   82.36,   40.30,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:23.822,   48.08,   48.08,   81.08,   42.90,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:24.198,   48.08,   48.08,   80.11,   44.40,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:24.580,   48.07,   48.07,   85.58,   44.30,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:24.957,   48.08,   48.08,   84.39,   44.80,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:25.350,   48.08,   48.08,   82.63,   38.40,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:25.736,   48.08,   48.07,   80.78,   43.70,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:26.122,   48.07,   48.07,   81.79,   44.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:26.508,   48.08,   48.08,   85.53,   47.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:26.886,   48.07,   48.07,   82.19,   43.80,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:27.263,   48.07,   48.07,   82.63,   39.40,  370.30,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:27.667,   48.08,   48.08,   80.69,   44.50,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:28.058,   48.08,   48.08,   85.40,   46.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:28.449,   48.08,   48.08,   82.19,   40.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:28.870,   48.08,   48.08,   81.00,   45.50,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:29.278,   48.09,   48.08,   84.70,   45.50,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:29.669,   48.07,   48.07,   82.14,   41.10,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:30.060,   48.08,   48.08,   80.33,   44.30,  370.30,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:30.468,   48.08,   48.08,   86.11,   45.00,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:30.857,   48.08,   48.08,   82.89,   43.20,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:31.247,   48.08,   48.08,   82.32,   42.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:31.631,   48.08,   48.08,   80.29,   44.20,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:32.023,   48.08,   48.08,   85.71,   46.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:32.414,   48.08,   48.08,   82.76,   41.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:32.806,   48.08,   48.08,   81.04,   43.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:33.215,   48.08,   48.08,   83.24,   43.90,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:33.608,   48.08,   48.08,   84.21,   45.30,  370.50,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:33.991,   48.09,   48.08,   82.49,   40.80,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:34.381,   48.08,   48.08,   79.98,   44.50,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:34.773,   48.08,   48.08,   86.06,   44.40,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:35.182,   48.07,   48.08,   82.71,   41.10,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:35.589,   48.09,   48.08,   80.07,   44.30,  370.30,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:35.982,   48.08,   48.08,   83.11,   44.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:36.390,   48.08,   48.08,   82.85,   44.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:36.783,   48.07,   48.07,   81.26,   41.50,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:37.174,   48.08,   48.08,   81.13,   44.80,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:37.565,   48.08,   48.08,   85.18,   46.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:37.971,   48.08,   48.08,   82.27,   42.10,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:38.362,   48.08,   48.08,   80.38,   44.40,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:38.762,   48.08,   48.08,   83.90,   44.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:39.154,   48.08,   48.08,   83.38,   44.70,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:39.560,   48.07,   48.08,   80.64,   43.20,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:39.969,   48.08,   48.08,   82.89,   44.90,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:40.361,   48.08,   48.08,   84.83,   44.90,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:40.762,   48.08,   48.08,   82.32,   39.00,  370.30,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:41.169,   48.08,   48.08,   80.07,   44.80,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:41.559,   48.08,   48.08,   84.92,   45.90,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:41.968,   48.08,   48.08,   82.45,   40.90,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:42.359,   48.08,   48.08,   80.07,   43.70,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:42.771,   48.08,   48.08,   86.02,   46.60,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:43.180,   48.08,   48.08,   82.49,   40.10,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:43.616,   48.07,   48.07,   83.64,   45.30,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:44.039,   48.08,   48.08,   82.80,   43.60,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:44.438,   48.09,   48.08,   80.73,   43.10,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:44.835,   48.08,   48.08,   84.74,   44.00,  370.50,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:45.244,   48.08,   48.08,   83.07,   45.50,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:45.652,   48.08,   48.08,   80.95,   41.70,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:46.070,   48.08,   48.08,   85.14,   43.90,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:46.463,   48.08,   48.08,   82.93,   43.70,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:46.864,   48.08,   48.08,   81.70,   42.20,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:47.288,   48.08,   48.08,   86.81,   45.90,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:47.696,   48.07,   48.07,   81.66,   40.50,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:48.120,   48.08,   48.08,   79.41,   45.30,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:48.528,   48.08,   48.08,   84.96,   46.00,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:48.932,   48.08,   48.08,   82.27,   38.30,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:49.370,   48.08,   48.08,   82.41,   45.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:49.777,   48.08,   48.08,   82.05,   43.70,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:50.182,   48.08,   48.08,   80.29,   43.80,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:50.591,   48.08,   48.08,   83.82,   44.40,  370.60,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:50.994,   48.07,   48.07,   82.63,   43.40,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:51.433,   48.08,   48.08,   80.38,   45.50,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:51.855,   48.09,   48.08,   85.05,   46.40,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:52.255,   48.07,   48.07,   82.10,   39.40,  370.30,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:52.662,   48.08,   48.08,   81.17,   45.40,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:53.071,   48.08,   48.08,   84.79,   44.90,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:53.493,   48.08,   48.08,   82.27,   40.90,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:53.895,   48.07,   48.07,   82.41,   45.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:54.317,   48.07,   48.07,   82.89,   43.20,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:54.741,   48.07,   48.07,   79.54,   44.70,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:55.150,   48.08,   48.07,   85.67,   46.10,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:55.572,   48.07,   48.07,   81.57,   40.60,  370.30,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:55.982,   48.08,   48.08,   80.07,   44.80,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:56.406,   48.08,   48.08,   84.30,   45.00,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:56.828,   48.08,   48.08,   80.47,   43.30,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:57.250,   48.08,   48.08,   85.80,   45.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:57.658,   48.08,   48.08,   82.05,   40.50,  370.40,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:58.092,   48.09,   48.08,   80.95,   45.90,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:58.515,   48.07,   48.07,   84.65,   44.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:58.929,   48.07,   48.08,   81.70,   41.80,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:59.338,   48.08,   48.08,   83.38,   45.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:02:59.776,   48.07,   48.07,   82.54,   42.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:00.198,   48.07,   48.07,   79.54,   44.30,  370.30,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:00.620,   48.08,   48.08,   84.74,   46.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:01.042,   48.08,   48.08,   81.39,   41.50,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:01.449,   48.08,   48.08,   84.70,   43.90,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:01.881,   48.08,   48.08,   82.41,   43.30,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:02.322,   48.08,   48.08,   80.16,   45.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:02.735,   48.07,   48.07,   84.57,   43.90,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:03.159,   48.07,   48.07,   80.16,   43.20,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:03.581,   48.08,   48.07,   86.46,   44.40,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:04.003,   48.08,   48.07,   82.45,   40.70,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:04.435,   48.08,   48.08,   80.82,   45.40,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:04.873,   48.07,   48.07,   82.54,   42.40,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:05.297,   48.08,   48.08,   80.11,   44.00,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:05.720,   48.07,   48.07,   85.53,   45.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:06.145,   48.07,   48.07,   82.45,   39.10,  370.30,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:06.552,   48.08,   48.08,   81.35,   45.60,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:06.991,   48.08,   48.08,   82.41,   43.20,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:07.420,   48.08,   48.08,   79.85,   44.20,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:07.838,   48.08,   48.08,   84.96,   46.20,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:08.320,   48.08,   48.08,   81.39,   45.20,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:08.789,   48.08,   48.08,   82.23,   38.50,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:09.213,   48.08,   48.08,   81.83,   45.60,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:09.651,   48.08,   48.08,   81.92,   42.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:10.073,   48.08,   48.09,   79.63,   44.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:10.494,   48.08,   48.08,   85.49,   45.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:10.932,   48.08,   48.08,   82.27,   40.30,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:11.370,   48.08,   48.08,   85.31,   44.70,  370.60,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:11.791,   48.08,   48.08,   81.61,   41.20,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:12.214,   48.08,   48.08,   80.33,   44.40,  370.40,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:12.636,   48.08,   48.08,   84.65,   45.30,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:13.090,   48.09,   48.08,   80.29,   44.30,  370.40,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:13.514,   48.08,   48.08,   84.87,   44.90,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:13.952,   48.08,   48.08,   81.92,   41.70,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
