Time,Frequency Reference,Output Frequency,Output Current,Output Power,Output Voltage,Minor Fault,Major Fault,During Run,Fault Output,Output Frequency After Soft-start,Over Run Error,Timeout,Fin Temperature,Cooling Fin Temperature,Cooling Fan Operation Time,Electric Power (kWh)
000:17:51.617,   48.08,   48.08,   85.45,   45.40,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:52.192,   48.07,   48.07,   82.05,   40.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:52.769,   48.08,   48.08,   80.29,   45.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:53.365,   48.07,   48.08,   84.57,   45.60,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:53.943,   48.08,   48.07,   81.70,   42.60,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:54.540,   48.08,   48.08,   82.89,   44.40,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:55.129,   48.08,   48.08,   82.45,   42.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:55.706,   48.08,   48.08,   79.85,   44.40,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:56.301,   48.08,   48.08,   85.31,   44.70,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:56.895,   48.08,   48.08,   82.14,   38.90,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:57.489,   48.08,   48.08,   84.08,   44.40,  370.50,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:58.067,   48.08,   48.08,   83.24,   42.70,  370.50,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:58.679,   48.08,   48.08,   80.16,   45.10,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:59.274,   48.08,   48.08,   83.46,   45.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:59.852,   48.08,   48.07,   81.57,   42.10,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:00.464,   48.07,   48.07,   86.20,   45.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:01.059,   48.08,   48.08,   82.76,   38.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:01.637,   48.08,   48.08,   81.26,   44.80,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:02.231,   48.08,   48.08,   84.43,   45.00,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:02.822,   48.07,   48.07,   80.73,   42.60,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:03.426,   48.08,   48.08,   86.20,   45.90,  370.60,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:03.999,   48.07,   48.08,   81.74,   39.70,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:04.610,   48.08,   48.08,   83.46,   45.00,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:05.204,   48.08,   48.08,   82.54,   44.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:05.800,   48.07,   48.07,   79.45,   44.40,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:06.395,   48.08,   48.08,   84.61,   45.40,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:06.989,   48.08,   48.08,   81.04,   43.50,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:07.581,   48.08,   48.08,   86.24,   44.60,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:08.175,   48.08,   48.08,   82.45,   38.70,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:08.758,   48.08,   48.08,   80.78,   45.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:09.349,   48.08,   48.08,   83.86,   44.70,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:09.927,   48.08,   48.08,   80.64,   42.20,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:10.504,   48.08,   48.08,   85.93,   43.90,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:11.099,   48.07,   48.08,   82.01,   38.10,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:11.700,   48.08,   48.08,   83.11,   45.60,  370.60,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:12.294,   48.07,   48.07,   82.32,   41.10,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:12.890,   48.08,   48.08,   80.33,   44.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:13.470,   48.08,   48.08,   83.55,   45.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:14.065,   48.08,   48.08,   80.07,   43.20,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:14.648,   48.08,   48.08,   85.53,   46.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:15.229,   48.09,   48.08,   82.80,   38.90,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:15.823,   48.08,   48.08,   83.46,   44.90,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:16.431,   48.08,   48.08,   82.32,   39.30,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:17.009,   48.08,   48.08,   81.04,   45.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:17.619,   48.08,   48.08,   82.67,   39.70,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:18.198,   48.08,   48.08,   79.76,   43.80,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:18.808,   48.08,   48.08,   82.41,   42.40,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:19.402,   48.08,   48.08,   79.32,   44.80,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:20.006,   48.07,   48.08,   82.98,   44.50,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:20.588,   48.08,   48.08,   79.50,   43.90,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:21.206,   48.07,   48.08,   83.11,   43.90,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:21.871,   48.08,   48.08,   84.96,   45.40,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:22.466,   48.08,   48.07,   80.42,   42.70,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:23.060,   48.08,   48.08,   85.80,   44.60,  370.50,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:23.638,   48.08,   48.08,   82.27,   38.40,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:24.234,   48.07,   48.08,   81.13,   45.40,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:24.812,   48.07,   48.08,   83.16,   43.30,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:25.425,   48.07,   48.08,   80.11,   44.90,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:26.000,   48.07,   48.07,   85.01,   45.40,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:26.616,   48.08,   48.08,   79.89,   44.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:27.209,   48.08,   48.08,   84.43,   44.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:27.806,   48.08,   48.08,   80.56,   42.90,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:28.386,   48.07,   48.07,   86.06,   45.20,  370.50,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:28.981,   48.07,   48.08,   81.88,   41.30,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:29.559,   48.08,   48.08,   81.57,   45.50,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:30.152,   48.08,   48.08,   83.51,   45.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:30.762,   48.08,   48.08,   80.60,   45.20,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:31.342,   48.08,   48.08,   83.55,   45.40,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:31.938,   48.08,   48.08,   81.00,   43.00,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:32.531,   48.08,   48.07,   85.62,   46.60,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:33.111,   48.08,   48.08,   82.36,   40.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:33.723,   48.07,   48.07,   85.89,   44.50,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:34.300,   48.08,   48.08,   82.19,   39.70,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:34.896,   48.08,   48.08,   82.27,   45.50,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:35.494,   48.08,   48.08,   82.19,   41.90,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:36.070,   48.07,   48.07,   80.16,   43.60,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:36.672,   48.08,   48.08,   84.83,   45.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:37.284,   48.08,   48.08,   79.98,   43.40,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:37.863,   48.09,   48.08,   85.36,   46.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:38.440,   48.08,   48.08,   82.54,   39.20,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:39.037,   48.09,   48.08,   84.04,   44.40,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:39.631,   48.08,   48.08,   82.41,   42.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:40.228,   48.08,   48.08,   81.00,   45.50,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:40.808,   48.09,   48.09,   83.60,   44.60,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:41.403,   48.09,   48.09,   80.78,   43.20,  370.40,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:41.980,   48.09,   48.08,   85.89,   45.70,  370.60,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:42.577,   48.09,   48.08,   82.27,   38.10,  370.40,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:43.154,   48.08,   48.08,   80.91,   45.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:43.764,   48.08,   48.08,   82.71,   41.10,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:44.353,   48.09,   48.08,   79.98,   44.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:44.920,   48.08,   48.08,   86.02,   46.50,  370.60,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:45.513,   48.08,   48.08,   82.49,   39.60,  370.30,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:46.106,   48.09,   48.09,   82.27,   45.10,  370.60,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:46.686,   48.08,   48.08,   82.41,   43.20,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:47.281,   48.09,   48.08,   79.72,   44.10,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:47.876,   48.07,   48.07,   85.27,   45.60,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:48.463,   48.08,   48.08,   83.29,   38.90,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:49.065,   48.08,   48.08,   85.67,   46.50,  370.60,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:49.660,   48.08,   48.08,   82.76,   40.20,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:50.255,   48.09,   48.08,   82.93,   45.80,  370.60,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:18:50.848,   48.08,   48.08,   82.54,   42.80,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
000:18:51.424,   48.08,   48.08,   79.76,   44.20,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
000:18:52.019,   48.08,   48.08,   85.23,   46.60,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
000:18:52.597,   48.09,   48.08,   82.27,   38.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
000:18:53.174,   48.08,   48.08,   80.29,   44.70,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
000:18:53.769,   48.08,   48.08,   83.77,   44.70,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
000:18:54.367,   48.08,   48.08,   80.16,   43.50,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
000:18:54.945,   48.08,   48.08,   86.02,   44.00,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
000:18:55.533,   48.08,   48.08,   82.10,   41.90,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
000:18:56.118,   48.08,   48.08,   79.89,   44.90,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
000:18:56.725,   48.07,   48.07,   83.46,   45.20,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
000:18:57.306,   48.07,   48.07,   80.69,   42.90,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
000:18:57.898,   48.08,   48.08,   86.50,   45.90,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
000:18:58.487,   48.08,   48.08,   82.45,   40.80,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
000:18:59.066,   48.07,   48.07,   79.63,   44.80,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
000:18:59.659,   48.08,   48.08,   84.92,   45.70,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
000:19:00.255,   48.08,   48.08,   82.23,   41.50,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
000:19:00.882,   48.08,   48.08,   84.48,   46.10,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
000:19:01.463,   48.08,   48.08,   82.05,   40.70,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
000:19:02.068,   48.08,   48.08,   86.33,   45.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
000:19:02.662,   48.08,   48.08,   82.89,   42.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
000:19:03.243,   48.08,   48.08,   80.20,   44.50,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
000:19:03.839,   48.08,   48.08,   84.70,   45.20,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
000:19:04.417,   48.09,   48.08,   82.71,   39.20,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
000:19:05.029,   48.08,   48.08,   84.26,   44.00,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
000:19:05.613,   48.08,   48.08,   82.80,   43.20,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
000:19:06.203,   48.08,   48.08,   79.45,   43.90,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
000:19:06.783,   48.08,   48.08,   85.80,   44.70,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
000:19:07.377,   48.08,   48.08,   82.19,   39.20,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
000:19:07.973,   48.07,   48.08,   80.73,   45.10,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  650.00
